portfolio_id,portfolio_name,advisor_name,risk_profile_name,base_currency,created_at
P00969,Client Portfolio 00969,Advisor_17,Conservative,USD,2026-02-20 16:59:57
P00970,Client Portfolio 00970,Advisor_06,Conservative,USD,2026-02-20 16:59:57
P00971,Client Portfolio 00971,Advisor_23,Conservative,USD,2026-02-20 16:59:57
P00972,Client Portfolio 00972,Advisor_17,Aggressive,USD,2026-02-20 16:59:57
P00973,Client Portfolio 00973,Advisor_03,Conservative,USD,2026-02-20 16:59:57
P00974,Client Portfolio 00974,Advisor_21,Aggressive,USD,2026-02-20 16:59:57
P00975,Client Portfolio 00975,Advisor_09,Conservative,USD,2026-02-20 16:59:57
P00976,Client Portfolio 00976,Advisor_10,Moderate,USD,2026-02-20 16:59:57
P00977,Client Portfolio 00977,Advisor_03,Moderate,USD,2026-02-20 16:59:57
P00978,Client Portfolio 00978,Advisor_06,Moderate,USD,2026-02-20 16:59:57
P00979,Client Portfolio 00979,Advisor_19,Conservative,USD,2026-02-20 16:59:57
P00980,Client Portfolio 00980,Advisor_22,Moderate,USD,2026-02-20 16:59:57
P00981,Client Portfolio 00981,Advisor_20,Moderate,USD,2026-02-20 16:59:57
P00982,Client Portfolio 00982,Advisor_19,Conservative,USD,2026-02-20 16:59:57
P00983,Client Portfolio 00983,Advisor_01,Conservative,USD,2026-02-20 16:59:57
P00984,Client Portfolio 00984,Advisor_21,Moderate,USD,2026-02-20 16:59:57
P00985,Client Portfolio 00985,Advisor_09,Moderate,USD,2026-02-20 16:59:57
P00986,Client Portfolio 00986,Advisor_25,Moderate,USD,2026-02-20 16:59:57
P00987,Client Portfolio 00987,Advisor_20,Moderate,USD,2026-02-20 16:59:57
P00988,Client Portfolio 00988,Advisor_16,Aggressive,USD,2026-02-20 16:59:57
P00989,Client Portfolio 00989,Advisor_18,Conservative,USD,2026-02-20 16:59:57
P00990,Client Portfolio 00990,Advisor_10,Moderate,USD,2026-02-20 16:59:57
P00991,Client Portfolio 00991,Advisor_22,Moderate,USD,2026-02-20 16:59:57
P00992,Client Portfolio 00992,Advisor_15,Conservative,USD,2026-02-20 16:59:57
P00993,Client Portfolio 00993,Advisor_02,Conservative,USD,2026-02-20 16:59:57
P00994,Client Portfolio 00994,Advisor_14,Moderate,USD,2026-02-20 16:59:57
P00995,Client Portfolio 00995,Advisor_07,Moderate,USD,2026-02-20 16:59:57
P00996,Client Portfolio 00996,Advisor_05,Moderate,USD,2026-02-20 16:59:57
P00997,Client Portfolio 00997,Advisor_23,Moderate,USD,2026-02-20 16:59:57
P00998,Client Portfolio 00998,Advisor_12,Aggressive,USD,2026-02-20 16:59:57
P00999,Client Portfolio 00999,Advisor_05,Moderate,USD,2026-02-20 16:59:57
P01000,Client Portfolio 01000,Advisor_17,Moderate,USD,2026-02-20 16:59:57
P01001,Client Portfolio 01001,Advisor_11,Conservative,USD,2026-02-20 16:59:57
P01002,Client Portfolio 01002,Advisor_04,Conservative,USD,2026-02-20 16:59:57
P01003,Client Portfolio 01003,Advisor_08,Conservative,USD,2026-02-20 16:59:57
P01004,Client Portfolio 01004,Advisor_02,Conservative,USD,2026-02-20 16:59:57
P01005,Client Portfolio 01005,Advisor_13,Aggressive,USD,2026-02-20 16:59:57
P01006,Client Portfolio 01006,Advisor_14,Conservative,USD,2026-02-20 16:59:57
P01007,Client Portfolio 01007,Advisor_06,Aggressive,USD,2026-02-20 16:59:57
P01008,Client Portfolio 01008,Advisor_19,Moderate,USD,2026-02-20 16:59:57
P01009,Client Portfolio 01009,Advisor_07,Moderate,USD,2026-02-20 16:59:57
P01010,Client Portfolio 01010,Advisor_16,Aggressive,USD,2026-02-20 16:59:57
P01011,Client Portfolio 01011,Advisor_15,Moderate,USD,2026-02-20 16:59:57
P01012,Client Portfolio 01012,Advisor_10,Moderate,USD,2026-02-20 16:59:57
P01013,Client Portfolio 01013,Advisor_03,Aggressive,USD,2026-02-20 16:59:57
P01014,Client Portfolio 01014,Advisor_17,Moderate,USD,2026-02-20 16:59:57
P01015,Client Portfolio 01015,Advisor_08,Conservative,USD,2026-02-20 16:59:57
P01016,Client Portfolio 01016,Advisor_12,Conservative,USD,2026-02-20 16:59:57
P01017,Client Portfolio 01017,Advisor_10,Moderate,USD,2026-02-20 16:59:57
P01018,Client Portfolio 01018,Advisor_21,Moderate,USD,2026-02-20 16:59:57
P01019,Client Portfolio 01019,Advisor_10,Moderate,USD,2026-02-20 16:59:57
P01020,Client Portfolio 01020,Advisor_04,Moderate,USD,2026-02-20 16:59:57
P01021,Client Portfolio 01021,Advisor_09,Moderate,USD,2026-02-20 16:59:57
P01022,Client Portfolio 01022,Advisor_25,Moderate,USD,2026-02-20 16:59:57
P01023,Client Portfolio 01023,Advisor_02,Moderate,USD,2026-02-20 16:59:57
P01024,Client Portfolio 01024,Advisor_19,Moderate,USD,2026-02-20 16:59:57
P01025,Client Portfolio 01025,Advisor_12,Moderate,USD,2026-02-20 16:59:57
P01026,Client Portfolio 01026,Advisor_03,Moderate,USD,2026-02-20 16:59:57
P01027,Client Portfolio 01027,Advisor_15,Moderate,USD,2026-02-20 16:59:57
P01028,Client Portfolio 01028,Advisor_09,Aggressive,USD,2026-02-20 16:59:57
P01029,Client Portfolio 01029,Advisor_20,Moderate,USD,2026-02-20 16:59:57
P01030,Client Portfolio 01030,Advisor_04,Conservative,USD,2026-02-20 16:59:57
P01031,Client Portfolio 01031,Advisor_04,Moderate,USD,2026-02-20 16:59:57
P01032,Client Portfolio 01032,Advisor_11,Moderate,USD,2026-02-20 16:59:57
P01033,Client Portfolio 01033,Advisor_12,Moderate,USD,2026-02-20 16:59:57
P01034,Client Portfolio 01034,Advisor_07,Moderate,USD,2026-02-20 16:59:57
P01035,Client Portfolio 01035,Advisor_13,Moderate,USD,2026-02-20 16:59:57
P01036,Client Portfolio 01036,Advisor_02,Conservative,USD,2026-02-20 16:59:57
P01037,Client Portfolio 01037,Advisor_23,Moderate,USD,2026-02-20 16:59:57
P01038,Client Portfolio 01038,Advisor_16,Moderate,USD,2026-02-20 16:59:57
P01039,Client Portfolio 01039,Advisor_05,Moderate,USD,2026-02-20 16:59:57
P01040,Client Portfolio 01040,Advisor_17,Conservative,USD,2026-02-20 16:59:57
P01041,Client Portfolio 01041,Advisor_20,Moderate,USD,2026-02-20 16:59:57
P01042,Client Portfolio 01042,Advisor_13,Aggressive,USD,2026-02-20 16:59:57
P01043,Client Portfolio 01043,Advisor_24,Aggressive,USD,2026-02-20 16:59:57
P01044,Client Portfolio 01044,Advisor_19,Moderate,USD,2026-02-20 16:59:57
P01045,Client Portfolio 01045,Advisor_17,Moderate,USD,2026-02-20 16:59:57
P01046,Client Portfolio 01046,Advisor_23,Moderate,USD,2026-02-20 16:59:57
P01047,Client Portfolio 01047,Advisor_16,Aggressive,USD,2026-02-20 16:59:57
P01048,Client Portfolio 01048,Advisor_12,Moderate,USD,2026-02-20 16:59:57
P01049,Client Portfolio 01049,Advisor_04,Aggressive,USD,2026-02-20 16:59:57
P01050,Client Portfolio 01050,Advisor_19,Moderate,USD,2026-02-20 16:59:57
P01051,Client Portfolio 01051,Advisor_24,Aggressive,USD,2026-02-20 16:59:57
P01052,Client Portfolio 01052,Advisor_21,Conservative,USD,2026-02-20 16:59:57
P01053,Client Portfolio 01053,Advisor_16,Conservative,USD,2026-02-20 16:59:57
P01054,Client Portfolio 01054,Advisor_21,Moderate,USD,2026-02-20 16:59:57
P01055,Client Portfolio 01055,Advisor_25,Moderate,USD,2026-02-20 16:59:57
P01056,Client Portfolio 01056,Advisor_08,Moderate,USD,2026-02-20 16:59:57
P01057,Client Portfolio 01057,Advisor_19,Moderate,USD,2026-02-20 16:59:57
P01058,Client Portfolio 01058,Advisor_17,Moderate,USD,2026-02-20 16:59:57
P01059,Client Portfolio 01059,Advisor_20,Moderate,USD,2026-02-20 16:59:57
P01060,Client Portfolio 01060,Advisor_13,Conservative,USD,2026-02-20 16:59:57
P01061,Client Portfolio 01061,Advisor_22,Conservative,USD,2026-02-20 16:59:57
P01062,Client Portfolio 01062,Advisor_19,Aggressive,USD,2026-02-20 16:59:57
P01063,Client Portfolio 01063,Advisor_04,Conservative,USD,2026-02-20 16:59:57
P01064,Client Portfolio 01064,Advisor_15,Moderate,USD,2026-02-20 16:59:57
P01065,Client Portfolio 01065,Advisor_05,Moderate,USD,2026-02-20 16:59:57
P01066,Client Portfolio 01066,Advisor_07,Moderate,USD,2026-02-20 16:59:57
P01067,Client Portfolio 01067,Advisor_25,Moderate,USD,2026-02-20 16:59:57
P01068,Client Portfolio 01068,Advisor_16,Aggressive,USD,2026-02-20 16:59:57
P01069,Client Portfolio 01069,Advisor_24,Moderate,USD,2026-02-20 16:59:57
P01070,Client Portfolio 01070,Advisor_23,Conservative,USD,2026-02-20 16:59:57
P01071,Client Portfolio 01071,Advisor_07,Moderate,USD,2026-02-20 16:59:57
P01072,Client Portfolio 01072,Advisor_22,Moderate,USD,2026-02-20 16:59:57
P01073,Client Portfolio 01073,Advisor_13,Moderate,USD,2026-02-20 16:59:57
P01074,Client Portfolio 01074,Advisor_06,Moderate,USD,2026-02-20 16:59:57
P01075,Client Portfolio 01075,Advisor_18,Moderate,USD,2026-02-20 16:59:57
P01076,Client Portfolio 01076,Advisor_12,Moderate,USD,2026-02-20 16:59:57
P01077,Client Portfolio 01077,Advisor_24,Moderate,USD,2026-02-20 16:59:57
P01078,Client Portfolio 01078,Advisor_23,Conservative,USD,2026-02-20 16:59:57
P01079,Client Portfolio 01079,Advisor_16,Conservative,USD,2026-02-20 16:59:57
P01080,Client Portfolio 01080,Advisor_08,Conservative,USD,2026-02-20 16:59:57
P01081,Client Portfolio 01081,Advisor_10,Conservative,USD,2026-02-20 16:59:57
P01082,Client Portfolio 01082,Advisor_10,Moderate,USD,2026-02-20 16:59:57
P01083,Client Portfolio 01083,Advisor_23,Conservative,USD,2026-02-20 16:59:57
P01084,Client Portfolio 01084,Advisor_23,Moderate,USD,2026-02-20 16:59:57
P01085,Client Portfolio 01085,Advisor_16,Moderate,USD,2026-02-20 16:59:57
P01086,Client Portfolio 01086,Advisor_24,Conservative,USD,2026-02-20 16:59:57
P01087,Client Portfolio 01087,Advisor_04,Moderate,USD,2026-02-20 16:59:57
P01088,Client Portfolio 01088,Advisor_18,Moderate,USD,2026-02-20 16:59:57
P01089,Client Portfolio 01089,Advisor_13,Aggressive,USD,2026-02-20 16:59:57
P01090,Client Portfolio 01090,Advisor_25,Aggressive,USD,2026-02-20 16:59:57
P01091,Client Portfolio 01091,Advisor_10,Conservative,USD,2026-02-20 16:59:57
P01092,Client Portfolio 01092,Advisor_23,Conservative,USD,2026-02-20 16:59:57
P01093,Client Portfolio 01093,Advisor_15,Moderate,USD,2026-02-20 16:59:57
P01094,Client Portfolio 01094,Advisor_24,Moderate,USD,2026-02-20 16:59:57
P01095,Client Portfolio 01095,Advisor_07,Aggressive,USD,2026-02-20 16:59:57
P01096,Client Portfolio 01096,Advisor_09,Aggressive,USD,2026-02-20 16:59:57
P01097,Client Portfolio 01097,Advisor_23,Conservative,USD,2026-02-20 16:59:57
P01098,Client Portfolio 01098,Advisor_04,Moderate,USD,2026-02-20 16:59:57
P01099,Client Portfolio 01099,Advisor_19,Conservative,USD,2026-02-20 16:59:57
P01100,Client Portfolio 01100,Advisor_02,Moderate,USD,2026-02-20 16:59:57
P01101,Client Portfolio 01101,Advisor_17,Conservative,USD,2026-02-20 16:59:57
P01102,Client Portfolio 01102,Advisor_08,Conservative,USD,2026-02-20 16:59:57
P01103,Client Portfolio 01103,Advisor_14,Moderate,USD,2026-02-20 16:59:57
P01104,Client Portfolio 01104,Advisor_16,Conservative,USD,2026-02-20 16:59:57
P01105,Client Portfolio 01105,Advisor_25,Conservative,USD,2026-02-20 16:59:57
P01106,Client Portfolio 01106,Advisor_18,Aggressive,USD,2026-02-20 16:59:57
P01107,Client Portfolio 01107,Advisor_06,Moderate,USD,2026-02-20 16:59:57
P01108,Client Portfolio 01108,Advisor_16,Moderate,USD,2026-02-20 16:59:57
P01109,Client Portfolio 01109,Advisor_07,Moderate,USD,2026-02-20 16:59:57
P01110,Client Portfolio 01110,Advisor_10,Moderate,USD,2026-02-20 16:59:57
P01111,Client Portfolio 01111,Advisor_21,Conservative,USD,2026-02-20 16:59:57
P01112,Client Portfolio 01112,Advisor_25,Conservative,USD,2026-02-20 16:59:57
P01113,Client Portfolio 01113,Advisor_19,Conservative,USD,2026-02-20 16:59:57
P01114,Client Portfolio 01114,Advisor_24,Moderate,USD,2026-02-20 16:59:57
P01115,Client Portfolio 01115,Advisor_02,Aggressive,USD,2026-02-20 16:59:57
P01116,Client Portfolio 01116,Advisor_06,Moderate,USD,2026-02-20 16:59:57
P01117,Client Portfolio 01117,Advisor_06,Aggressive,USD,2026-02-20 16:59:57
P01118,Client Portfolio 01118,Advisor_02,Aggressive,USD,2026-02-20 16:59:57
P01119,Client Portfolio 01119,Advisor_13,Moderate,USD,2026-02-20 16:59:57
P01120,Client Portfolio 01120,Advisor_06,Aggressive,USD,2026-02-20 16:59:57
P01121,Client Portfolio 01121,Advisor_10,Aggressive,USD,2026-02-20 16:59:57
P01122,Client Portfolio 01122,Advisor_01,Conservative,USD,2026-02-20 16:59:57
P01123,Client Portfolio 01123,Advisor_20,Conservative,USD,2026-02-20 16:59:57
P01124,Client Portfolio 01124,Advisor_11,Conservative,USD,2026-02-20 16:59:57
P01125,Client Portfolio 01125,Advisor_21,Moderate,USD,2026-02-20 16:59:57
P01126,Client Portfolio 01126,Advisor_16,Aggressive,USD,2026-02-20 16:59:57
P01127,Client Portfolio 01127,Advisor_05,Aggressive,USD,2026-02-20 16:59:57
P01128,Client Portfolio 01128,Advisor_15,Conservative,USD,2026-02-20 16:59:57
P01129,Client Portfolio 01129,Advisor_04,Moderate,USD,2026-02-20 16:59:57
P01130,Client Portfolio 01130,Advisor_24,Moderate,USD,2026-02-20 16:59:57
P01131,Client Portfolio 01131,Advisor_09,Moderate,USD,2026-02-20 16:59:57
P01132,Client Portfolio 01132,Advisor_01,Moderate,USD,2026-02-20 16:59:57
P01133,Client Portfolio 01133,Advisor_10,Moderate,USD,2026-02-20 16:59:57
P01134,Client Portfolio 01134,Advisor_25,Conservative,USD,2026-02-20 16:59:57
P01135,Client Portfolio 01135,Advisor_20,Aggressive,USD,2026-02-20 16:59:57
P01136,Client Portfolio 01136,Advisor_13,Aggressive,USD,2026-02-20 16:59:57
P01137,Client Portfolio 01137,Advisor_17,Moderate,USD,2026-02-20 16:59:57
P01138,Client Portfolio 01138,Advisor_13,Moderate,USD,2026-02-20 16:59:57
P01139,Client Portfolio 01139,Advisor_06,Aggressive,USD,2026-02-20 16:59:57
P01140,Client Portfolio 01140,Advisor_16,Moderate,USD,2026-02-20 16:59:57
P01141,Client Portfolio 01141,Advisor_08,Conservative,USD,2026-02-20 16:59:57
P01142,Client Portfolio 01142,Advisor_13,Conservative,USD,2026-02-20 16:59:57
P01143,Client Portfolio 01143,Advisor_25,Conservative,USD,2026-02-20 16:59:57
P01144,Client Portfolio 01144,Advisor_11,Moderate,USD,2026-02-20 16:59:57
P01145,Client Portfolio 01145,Advisor_24,Moderate,USD,2026-02-20 16:59:57
P01146,Client Portfolio 01146,Advisor_09,Moderate,USD,2026-02-20 16:59:57
P01147,Client Portfolio 01147,Advisor_23,Conservative,USD,2026-02-20 16:59:57
P01148,Client Portfolio 01148,Advisor_22,Conservative,USD,2026-02-20 16:59:57
P01149,Client Portfolio 01149,Advisor_10,Conservative,USD,2026-02-20 16:59:57
P01150,Client Portfolio 01150,Advisor_22,Moderate,USD,2026-02-20 16:59:57
P01151,Client Portfolio 01151,Advisor_23,Moderate,USD,2026-02-20 16:59:57
P01152,Client Portfolio 01152,Advisor_23,Conservative,USD,2026-02-20 16:59:57
P01153,Client Portfolio 01153,Advisor_10,Moderate,USD,2026-02-20 16:59:57
P01154,Client Portfolio 01154,Advisor_08,Conservative,USD,2026-02-20 16:59:57
P01155,Client Portfolio 01155,Advisor_05,Moderate,USD,2026-02-20 16:59:57
P01156,Client Portfolio 01156,Advisor_15,Moderate,USD,2026-02-20 16:59:57
P01157,Client Portfolio 01157,Advisor_20,Moderate,USD,2026-02-20 16:59:57
P01158,Client Portfolio 01158,Advisor_23,Moderate,USD,2026-02-20 16:59:57
P01159,Client Portfolio 01159,Advisor_16,Moderate,USD,2026-02-20 16:59:57
P01160,Client Portfolio 01160,Advisor_22,Aggressive,USD,2026-02-20 16:59:57
P01161,Client Portfolio 01161,Advisor_25,Conservative,USD,2026-02-20 16:59:57
P01162,Client Portfolio 01162,Advisor_25,Moderate,USD,2026-02-20 16:59:57
P01163,Client Portfolio 01163,Advisor_03,Moderate,USD,2026-02-20 16:59:57
P01164,Client Portfolio 01164,Advisor_17,Moderate,USD,2026-02-20 16:59:57
P01165,Client Portfolio 01165,Advisor_03,Aggressive,USD,2026-02-20 16:59:57
P01166,Client Portfolio 01166,Advisor_04,Conservative,USD,2026-02-20 16:59:57
P01167,Client Portfolio 01167,Advisor_18,Aggressive,USD,2026-02-20 16:59:57
P01168,Client Portfolio 01168,Advisor_07,Moderate,USD,2026-02-20 16:59:57
P01169,Client Portfolio 01169,Advisor_05,Conservative,USD,2026-02-20 16:59:57
P01170,Client Portfolio 01170,Advisor_17,Moderate,USD,2026-02-20 16:59:57
P01171,Client Portfolio 01171,Advisor_22,Conservative,USD,2026-02-20 16:59:57
P01172,Client Portfolio 01172,Advisor_19,Moderate,USD,2026-02-20 16:59:57
P01173,Client Portfolio 01173,Advisor_17,Moderate,USD,2026-02-20 16:59:57
P01174,Client Portfolio 01174,Advisor_02,Moderate,USD,2026-02-20 16:59:57
P01175,Client Portfolio 01175,Advisor_17,Moderate,USD,2026-02-20 16:59:57
P01176,Client Portfolio 01176,Advisor_19,Conservative,USD,2026-02-20 16:59:57
P01177,Client Portfolio 01177,Advisor_15,Moderate,USD,2026-02-20 16:59:57
P01178,Client Portfolio 01178,Advisor_10,Moderate,USD,2026-02-20 16:59:57
P01179,Client Portfolio 01179,Advisor_13,Conservative,USD,2026-02-20 16:59:57
P01180,Client Portfolio 01180,Advisor_01,Moderate,USD,2026-02-20 16:59:57
P01181,Client Portfolio 01181,Advisor_19,Conservative,USD,2026-02-20 16:59:57
P01182,Client Portfolio 01182,Advisor_14,Moderate,USD,2026-02-20 16:59:57
P01183,Client Portfolio 01183,Advisor_03,Moderate,USD,2026-02-20 16:59:57
P01184,Client Portfolio 01184,Advisor_02,Aggressive,USD,2026-02-20 16:59:57
P01185,Client Portfolio 01185,Advisor_03,Aggressive,USD,2026-02-20 16:59:57
P01186,Client Portfolio 01186,Advisor_16,Conservative,USD,2026-02-20 16:59:57
P01187,Client Portfolio 01187,Advisor_14,Conservative,USD,2026-02-20 16:59:57
P01188,Client Portfolio 01188,Advisor_05,Moderate,USD,2026-02-20 16:59:57
P01189,Client Portfolio 01189,Advisor_24,Moderate,USD,2026-02-20 16:59:57
P01190,Client Portfolio 01190,Advisor_14,Moderate,USD,2026-02-20 16:59:57
P01191,Client Portfolio 01191,Advisor_13,Moderate,USD,2026-02-20 16:59:57
P01192,Client Portfolio 01192,Advisor_13,Moderate,USD,2026-02-20 16:59:57
P01193,Client Portfolio 01193,Advisor_22,Aggressive,USD,2026-02-20 16:59:57
P01194,Client Portfolio 01194,Advisor_18,Conservative,USD,2026-02-20 16:59:57
P01195,Client Portfolio 01195,Advisor_12,Conservative,USD,2026-02-20 16:59:57
P01196,Client Portfolio 01196,Advisor_18,Moderate,USD,2026-02-20 16:59:57
P01197,Client Portfolio 01197,Advisor_05,Moderate,USD,2026-02-20 16:59:57
P01198,Client Portfolio 01198,Advisor_08,Aggressive,USD,2026-02-20 16:59:57
P01199,Client Portfolio 01199,Advisor_25,Conservative,USD,2026-02-20 16:59:57
P01200,Client Portfolio 01200,Advisor_10,Moderate,USD,2026-02-20 16:59:57
P01201,Client Portfolio 01201,Advisor_24,Moderate,USD,2026-02-20 16:59:57
P01202,Client Portfolio 01202,Advisor_18,Moderate,USD,2026-02-20 16:59:57
P01203,Client Portfolio 01203,Advisor_08,Conservative,USD,2026-02-20 16:59:57
P01204,Client Portfolio 01204,Advisor_12,Conservative,USD,2026-02-20 16:59:57
P01205,Client Portfolio 01205,Advisor_07,Aggressive,USD,2026-02-20 16:59:57
P01206,Client Portfolio 01206,Advisor_24,Moderate,USD,2026-02-20 16:59:57
P01207,Client Portfolio 01207,Advisor_02,Aggressive,USD,2026-02-20 16:59:57
P01208,Client Portfolio 01208,Advisor_14,Moderate,USD,2026-02-20 16:59:57
P01209,Client Portfolio 01209,Advisor_01,Conservative,USD,2026-02-20 16:59:57
P01210,Client Portfolio 01210,Advisor_03,Conservative,USD,2026-02-20 16:59:57
P01211,Client Portfolio 01211,Advisor_02,Moderate,USD,2026-02-20 16:59:57
P01212,Client Portfolio 01212,Advisor_22,Moderate,USD,2026-02-20 16:59:57
P01213,Client Portfolio 01213,Advisor_02,Conservative,USD,2026-02-20 16:59:57
P01214,Client Portfolio 01214,Advisor_02,Moderate,USD,2026-02-20 16:59:57
P01215,Client Portfolio 01215,Advisor_08,Moderate,USD,2026-02-20 16:59:57
P01216,Client Portfolio 01216,Advisor_25,Aggressive,USD,2026-02-20 16:59:57
P01217,Client Portfolio 01217,Advisor_02,Conservative,USD,2026-02-20 16:59:57
P01218,Client Portfolio 01218,Advisor_10,Conservative,USD,2026-02-20 16:59:57
P01219,Client Portfolio 01219,Advisor_24,Moderate,USD,2026-02-20 16:59:57
P01220,Client Portfolio 01220,Advisor_19,Moderate,USD,2026-02-20 16:59:57
P01221,Client Portfolio 01221,Advisor_22,Aggressive,USD,2026-02-20 16:59:57
P01222,Client Portfolio 01222,Advisor_08,Moderate,USD,2026-02-20 16:59:57
P01223,Client Portfolio 01223,Advisor_05,Aggressive,USD,2026-02-20 16:59:57
P01224,Client Portfolio 01224,Advisor_17,Conservative,USD,2026-02-20 16:59:57
P01225,Client Portfolio 01225,Advisor_10,Conservative,USD,2026-02-20 16:59:57
P01226,Client Portfolio 01226,Advisor_18,Aggressive,USD,2026-02-20 16:59:57
P01227,Client Portfolio 01227,Advisor_24,Aggressive,USD,2026-02-20 16:59:57
P01228,Client Portfolio 01228,Advisor_21,Moderate,USD,2026-02-20 16:59:57
P01229,Client Portfolio 01229,Advisor_18,Moderate,USD,2026-02-20 16:59:57
P01230,Client Portfolio 01230,Advisor_12,Aggressive,USD,2026-02-20 16:59:57
P01231,Client Portfolio 01231,Advisor_22,Moderate,USD,2026-02-20 16:59:57
P01232,Client Portfolio 01232,Advisor_17,Moderate,USD,2026-02-20 16:59:57
P01233,Client Portfolio 01233,Advisor_14,Moderate,USD,2026-02-20 16:59:57
P01234,Client Portfolio 01234,Advisor_10,Moderate,USD,2026-02-20 16:59:57
P01235,Client Portfolio 01235,Advisor_25,Moderate,USD,2026-02-20 16:59:57
P01236,Client Portfolio 01236,Advisor_08,Aggressive,USD,2026-02-20 16:59:57
P01237,Client Portfolio 01237,Advisor_10,Aggressive,USD,2026-02-20 16:59:57
P01238,Client Portfolio 01238,Advisor_05,Aggressive,USD,2026-02-20 16:59:57
P01239,Client Portfolio 01239,Advisor_02,Moderate,USD,2026-02-20 16:59:57
P01240,Client Portfolio 01240,Advisor_14,Moderate,USD,2026-02-20 16:59:57
P01241,Client Portfolio 01241,Advisor_05,Moderate,USD,2026-02-20 16:59:57
P01242,Client Portfolio 01242,Advisor_09,Conservative,USD,2026-02-20 16:59:57
P01243,Client Portfolio 01243,Advisor_21,Conservative,USD,2026-02-20 16:59:57
P01244,Client Portfolio 01244,Advisor_15,Aggressive,USD,2026-02-20 16:59:57
P01245,Client Portfolio 01245,Advisor_03,Moderate,USD,2026-02-20 16:59:57
P01246,Client Portfolio 01246,Advisor_07,Conservative,USD,2026-02-20 16:59:57
P01247,Client Portfolio 01247,Advisor_13,Moderate,USD,2026-02-20 16:59:57
P01248,Client Portfolio 01248,Advisor_20,Conservative,USD,2026-02-20 16:59:57
P01249,Client Portfolio 01249,Advisor_03,Conservative,USD,2026-02-20 16:59:57
P01250,Client Portfolio 01250,Advisor_25,Moderate,USD,2026-02-20 16:59:57
P01251,Client Portfolio 01251,Advisor_22,Moderate,USD,2026-02-20 16:59:57
P01252,Client Portfolio 01252,Advisor_16,Conservative,USD,2026-02-20 16:59:57
P01253,Client Portfolio 01253,Advisor_11,Moderate,USD,2026-02-20 16:59:57
P01254,Client Portfolio 01254,Advisor_01,Conservative,USD,2026-02-20 16:59:57
P01255,Client Portfolio 01255,Advisor_07,Aggressive,USD,2026-02-20 16:59:57
P01256,Client Portfolio 01256,Advisor_04,Moderate,USD,2026-02-20 16:59:57
P01257,Client Portfolio 01257,Advisor_25,Moderate,USD,2026-02-20 16:59:57
P01258,Client Portfolio 01258,Advisor_08,Moderate,USD,2026-02-20 16:59:57
P01259,Client Portfolio 01259,Advisor_23,Conservative,USD,2026-02-20 16:59:57
P01260,Client Portfolio 01260,Advisor_08,Moderate,USD,2026-02-20 16:59:57
P01261,Client Portfolio 01261,Advisor_25,Conservative,USD,2026-02-20 16:59:57
P01262,Client Portfolio 01262,Advisor_15,Moderate,USD,2026-02-20 16:59:57
P01263,Client Portfolio 01263,Advisor_12,Moderate,USD,2026-02-20 16:59:57
P01264,Client Portfolio 01264,Advisor_12,Moderate,USD,2026-02-20 16:59:57
P01265,Client Portfolio 01265,Advisor_16,Moderate,USD,2026-02-20 16:59:57
P01266,Client Portfolio 01266,Advisor_24,Moderate,USD,2026-02-20 16:59:57
P01267,Client Portfolio 01267,Advisor_11,Aggressive,USD,2026-02-20 16:59:57
P01268,Client Portfolio 01268,Advisor_12,Moderate,USD,2026-02-20 16:59:57
P01269,Client Portfolio 01269,Advisor_02,Moderate,USD,2026-02-20 16:59:57
P01270,Client Portfolio 01270,Advisor_08,Moderate,USD,2026-02-20 16:59:57
P01271,Client Portfolio 01271,Advisor_01,Conservative,USD,2026-02-20 16:59:57
P01272,Client Portfolio 01272,Advisor_19,Moderate,USD,2026-02-20 16:59:57
P01273,Client Portfolio 01273,Advisor_14,Conservative,USD,2026-02-20 16:59:57
P01274,Client Portfolio 01274,Advisor_07,Moderate,USD,2026-02-20 16:59:57
P01275,Client Portfolio 01275,Advisor_13,Moderate,USD,2026-02-20 16:59:57
P01276,Client Portfolio 01276,Advisor_08,Moderate,USD,2026-02-20 16:59:57
P01277,Client Portfolio 01277,Advisor_21,Aggressive,USD,2026-02-20 16:59:57
P01278,Client Portfolio 01278,Advisor_11,Conservative,USD,2026-02-20 16:59:57
P01279,Client Portfolio 01279,Advisor_16,Aggressive,USD,2026-02-20 16:59:57
P01280,Client Portfolio 01280,Advisor_21,Moderate,USD,2026-02-20 16:59:57
P01281,Client Portfolio 01281,Advisor_15,Conservative,USD,2026-02-20 16:59:57
P01282,Client Portfolio 01282,Advisor_12,Conservative,USD,2026-02-20 16:59:57
P01283,Client Portfolio 01283,Advisor_24,Moderate,USD,2026-02-20 16:59:57
P01284,Client Portfolio 01284,Advisor_06,Aggressive,USD,2026-02-20 16:59:57
P01285,Client Portfolio 01285,Advisor_18,Aggressive,USD,2026-02-20 16:59:57
P01286,Client Portfolio 01286,Advisor_02,Moderate,USD,2026-02-20 16:59:57
P01287,Client Portfolio 01287,Advisor_03,Aggressive,USD,2026-02-20 16:59:57
P01288,Client Portfolio 01288,Advisor_22,Conservative,USD,2026-02-20 16:59:57
P01289,Client Portfolio 01289,Advisor_01,Moderate,USD,2026-02-20 16:59:57
P01290,Client Portfolio 01290,Advisor_21,Conservative,USD,2026-02-20 16:59:57
P01291,Client Portfolio 01291,Advisor_23,Conservative,USD,2026-02-20 16:59:57
